,Date,NG,outliers,scores,anomaly_score
8052,2019-01-24,3.161999999999999,no,0.34867483252225134,1
8053,2019-01-25,3.063999999999999,no,0.36618072545999353,1
8054,2019-01-26,3.063999999999999,no,0.36618072545999353,1
8055,2019-01-27,3.063999999999999,no,0.36618072545999353,1
8056,2019-01-28,3.0379999999999994,no,0.3716744376483169,1
8057,2019-01-29,2.975999999999999,no,0.3727138218889468,1
8058,2019-01-30,2.9019999999999992,no,0.37299887225571177,1
8059,2019-01-31,2.805999999999999,no,0.36734275477297285,1
8060,2019-02-01,2.725999999999999,no,0.35977239812418066,1
8061,2019-02-02,2.725999999999999,no,0.35977239812418066,1
8062,2019-02-03,2.725999999999999,no,0.35977239812418066,1
8063,2019-02-04,2.6419999999999995,no,0.3546218504382068,1
8064,2019-02-05,2.6019999999999994,no,0.3547574368450931,1
8065,2019-02-06,2.5939999999999994,no,0.3548328530317542,1
8066,2019-02-07,2.6319999999999997,no,0.3543261356748493,1
